THE SHISHA ROOM HOOKAH  VAPE & POOL,Omelette soufflee, Vanille,18
THE SHISHA ROOM HOOKAH  VAPE & POOL,Plain rice pudding, wine sauce,20
Krazy J's Sports Bar And Nightclub,Lamb Cutlet,14
Krazy J's Sports Bar And Nightclub,Honeycomb Tripe, fried with Bacon,21
Krazy J's Sports Bar And Nightclub,Kidney and Bacon,15
Krazy J's Sports Bar And Nightclub,Coffee pot for two,30
Carnaval Nightclub,Chocolate, small pot,22
Carnaval Nightclub,Chocolate pot for two,6
Carnaval Nightclub,Cocoa pot for two,14
Carnaval Nightclub,Tea, iced, glass,27
Green Room Cocktail Lounge & Chow,Coffee, iced, glass,18
Green Room Cocktail Lounge & Chow,Tea pot for two,7
Green Room Cocktail Lounge & Chow,Pork Chops, small,19
Green Room Cocktail Lounge & Chow,Neapolitan Glace,4
Agave Girls,Hamburger Steak with Poached Egg,28
Agave Girls,Round Steak,17
Agave Girls,Sandwich, Jockey,29
Agave Girls,Boston baked beans with brown bread (Sunday only),13
O'Donovan's Restaurant & Pub,Sirloin Steak, with Bacon,13
O'Donovan's Restaurant & Pub,Tenderloin steak, ex. with mushrooms,5
O'Donovan's Restaurant & Pub,Sirloin Steak, with tomato sauce,10
O'Donovan's Restaurant & Pub,Tenderloin steak, ex. Bordelaise,5
El Diamante,Chicken livers enbrochette,8
El Diamante,Straight Bone Sirloin Steak,23
El Diamante,Double Porterhouse Steak with tomato sauce,8
El Diamante,Single Porterhouse Steak with tomato sauce,22
dba256 Bar & Gallery,Lamb Stew with green peas,1
dba256 Bar & Gallery,Three Boiled Eggs,29
dba256 Bar & Gallery,porterhouse steak, a la Trianon,16
dba256 Bar & Gallery,Two Fried Eggs,24
Acerogami,Three Fried Eggs,13
Acerogami,Two Poached Eggs, plain,23
Acerogami,Two Poached Eggs, plain, on Toast,22
Acerogami,EXTRA Cepes, bordelaise,24
DT's Bar & Grill,Chateubriant,7
DT's Bar & Grill,Two Scrambled Eggs,30
DT's Bar & Grill,Three Scrambled Eggs,24
DT's Bar & Grill,Extra porterhouse with mushrooms,20
The Rookery Alehouse and Grill,Veal cutlets, plain in butter,10
The Rookery Alehouse and Grill,Veal cutlets, with tomato sauce,30
The Rookery Alehouse and Grill,Potatoes a la creme,16
The Rookery Alehouse and Grill,Spiced Salmon,3
Pizza Beer and Wings,Blue Cod a la Creme, au Gratin,22
Pizza Beer and Wings,Ox Tongue a la Macedoine,18
Pizza Beer and Wings,Salted Pea Nuts,12
Pizza Beer and Wings,Civet of Hare with Mushrooms,4
Metro Ale House & Grill,Leg of Lamb, Black Currant Jelly,15
Metro Ale House & Grill,Potage Valour --- ConsommÃ© Patti,17
Metro Ale House & Grill,Westphalia Ham au Champagne,24
Metro Ale House & Grill,Veal, Oyster Sauce,10
2nd Street Restaurant and Tavern,Pommes Chassepot,21
2nd Street Restaurant and Tavern,Corn-fed Pork, with Hominy,17
2nd Street Restaurant and Tavern,Lamb Cutlets - Tomato Sauce,3
2nd Street Restaurant and Tavern,Brisket of Beef & Vegetables,5
Characters Sportsbar,Fried Veal Cutlet, Breaded,14
Characters Sportsbar,Filet Mignons - Sauce Poivrade,1
Characters Sportsbar,Asperges, Creme Sauce,20
Characters Sportsbar,Creme & Roast Potatoes,15
Las Malkeridas Bar,Princess Pudding, Claret Sauce,23
Las Malkeridas Bar,Chocolate Blanc Mange,17
Las Malkeridas Bar,Salad - Escarole,7
Las Malkeridas Bar,New England Pudding,8
El Tapatio,Compote of Apples,23
El Tapatio,Assorted Turin Cakes,15
El Tapatio,Californian and New Zealand Cheese,5
El Tapatio,Gorgonzola - Cheddar,6
Alibi East & Back Alley Bar,Mayonnaise extra,25
Alibi East & Back Alley Bar,Griddle Cakes-Maple Syrup,10
Alibi East & Back Alley Bar,Potatoes Boiled,4
Alibi East & Back Alley Bar,Potatoes Lyonaise,4
Falak Hookah Lounge - Pomona,Table Water from Bowden Lithia Springs,30
Falak Hookah Lounge - Pomona,Smith's Philadelphia Ale,16
Falak Hookah Lounge - Pomona,Old Burton Ale,15
Falak Hookah Lounge - Pomona,Dog's Head Porter,5
Bar Cary,Burke's Light Sparkling Pale,14
Bar Cary,Chiced Peaches,4
Bar Cary,Guinness's Porter,6
Bar Cary,St. Louis Beer, Anhuser-Busch,6
Upper Deck Sports Pub,Seezunge mit Tafelpilzen,26
Upper Deck Sports Pub,LAMB CHOPS BREADED, PUREE OF LETTUCE,17
Upper Deck Sports Pub,Beefsteak, gerostet, gebraten,22
Upper Deck Sports Pub,----------------,26
SCORES Presents Pure Gold of Raleigh,Nieren sautees in Madeira,6
SCORES Presents Pure Gold of Raleigh,Chicken broth with rice,22
SCORES Presents Pure Gold of Raleigh,Kuken in Curry und Reis,13
SCORES Presents Pure Gold of Raleigh,Cup clam broth, Uncle Sam,19
The Neighborhood Sports Bar and Arcade,Short Ribs of Beef and Brown Potatoes,9
The Neighborhood Sports Bar and Arcade,Cup of chicken broth,3
The Neighborhood Sports Bar and Arcade,Buchweizen, Reis, Cerealine,18
The Neighborhood Sports Bar and Arcade,Honeycomb tripe sautee with oysters,1
Woody's Sports Tavern & Grill,Roast beef hash, mashed potatoes au gratin,20
Woody's Sports Tavern & Grill,Tomaten Suppe mit Sago,13
Woody's Sports Tavern & Grill,Kraftbruhe mit Klossen,25
Woody's Sports Tavern & Grill,Eier in brauner Butter,17
Pharmacy Bottle + Beverage,Ox Heart-Mushrooms.,9
Pharmacy Bottle + Beverage,Gekochter Steinbutt, Granat Sauce, zerlassene Butter,1
Pharmacy Bottle + Beverage,Gelee,10
Pharmacy Bottle + Beverage,New Spring Lamb, Mint Sauce,23
Chatham Street Wine Market,Baked White Fish - Tomato Sauce - Potato Chips.,7
Chatham Street Wine Market,Raspberry Pie.,7
Chatham Street Wine Market,Thee, Kaffee, Hafercacao,12
Chatham Street Wine Market,Pumpkin Pie.,17
Crosstown Pub & Grill,Chocolade, Cacao,28
Crosstown Pub & Grill,Fricassee of Chicken.,10
Crosstown Pub & Grill,Mandel-Pudding,4
Crosstown Pub & Grill,Gemischtes Rahmeis,9
SideBar,Marzipan Geback,27
SideBar,Sole with mushrooms,4
SideBar,Spanish Fritters- Brandy Sauce.,5
SideBar,Blue-Points oysters,4
The Highball,Rockaways oysters,12
The Highball,Roast Beef- Brown Gravy.,3
The Highball,Lynnhavens oysters,11
The Highball,Beefsteak, broiled, fried,22
The Big Easy Oven and Tap,Loin of Pork - Apple Sauce,18
The Big Easy Oven and Tap,Chicken in curry and rice,6
The Big Easy Oven and Tap,Boiled Ham- Cabbage.,14
The Big Easy Oven and Tap,Calf's-Liver,26
Bravo's Mexican Grill,Oysters Roast in shell,5
Bravo's Mexican Grill,Hubbard Squash.,4
Bravo's Mexican Grill,Baltimore broil oysters ,1
Bravo's Mexican Grill,Green Corn.,26
Spirits Pub & Grub,Oysters Stew,30
Spirits Pub & Grub,Oysters Escaloped in Shell,30
Spirits Pub & Grub,Pineapple Pudding-Brandy Sauce.,12
Spirits Pub & Grub,Cream Pie.,26
El Piano Bar,1900-3441,21
El Piano Bar,Omelet aux tomates,14
El Piano Bar,Chocolate Ice Cream.,24
El Piano Bar,Cake.,1
High House Billiards,Leg of Mutton with Jelly,16
High House Billiards,Water Biscuits.,14
High House Billiards,Frankfurter Sausage and Sauerkraut,28
High House Billiards,Rolls, Biscuits, Crescents,6
Mac's Tavern,Ginger Ale --20c.,7
Mac's Tavern,Tea, Coffee, Cocovena,15
Mac's Tavern,Seltzer Water--20c,25
Mac's Tavern,Soda---20c.,13
Outback Steakhouse,Chocolate, Cocoa,14
Outback Steakhouse,MEALS,10
Outback Steakhouse,Almond pudding,10
Outback Steakhouse,Pork chops fried apples,12
Fortnight Brewing Company,English mutton chop Brace,26
Fortnight Brewing Company,Spring lamb chops with French peas,16
Fortnight Brewing Company,Fried calf's liver and bacon,30
Fortnight Brewing Company,Minestra Soup,27
Dave & Buster's,Prime Ribs Beef,2
Dave & Buster's,Side Order of Bacon, (served with meat and game orders only),13
Dave & Buster's,Broiled or fried bacon and eggs,5
Dave & Buster's,Chicken and Tongue,21
Goji Bistro,1/2 fried spring chicken,11
Goji Bistro,Coffee, per pot, large,20
Goji Bistro,Coffee demi-tasse,6
Goji Bistro,Omelette soufflee Celestine,18
District Bar and Grill,Potage puree des tomates au sagou,4
District Bar and Grill,Consomme aux quenelle,20
District Bar and Grill,Escalopes of venison a la chasseur,4
District Bar and Grill,Oolong tea with cream,24
Blue Line Sports Pub,Green tea with cream,2
Blue Line Sports Pub,Ham and Eggs (to order),27
Blue Line Sports Pub,Hot Cakes with Maple Syrup,26
Blue Line Sports Pub,Eggs au Soleil (to order),3
Bam Bam Slam Performance Site,Grilled Mutton Chops (to order),12
Bam Bam Slam Performance Site,Broiled Beefsteak a la Francaise,17
Bam Bam Slam Performance Site,Corned Beef Hash,,11
Bam Bam Slam Performance Site,Fried and Jacket Potatoes,5
Octane InterLounge,Peaches, gages,23
Octane InterLounge,Potatoes, Duchesse,13
Octane InterLounge,Philadelphia Porter,11
Octane InterLounge,Liquid Bread,4
Mandalay Lounge,Yuengling's Beer, Half & Half,9
Mandalay Lounge,Piel Bros. Dortmunder Bier,19
Mandalay Lounge,Schlitz's Extra Pale Milwaukee Beer,8
Mandalay Lounge,Siphon Seltzer,11
J-Bears Place,Goose Breast en gelee,9
J-Bears Place,Lemp's Saint Louis Beer,19
J-Bears Place,Smith's Philadelphia Porter,30
J-Bears Place,Oyster Fry, Small,28
Owly Oop Sports Pub,Oyster Stew Boston,21
Owly Oop Sports Pub,Extra Pitcher Syrup,22
Owly Oop Sports Pub,Lettuce- and Cucumber salad,4
Owly Oop Sports Pub,Sandwiches with white or Graham bread,7
Carlyle Brewing Co.,Beasley's Ale,6
Carlyle Brewing Co.,Haut Sauterne, Sov.,15
Carlyle Brewing Co.,Chauteau Yquem, Sov.,17
Carlyle Brewing Co.,Red Wines,22
CJs Public House,Club Saucisses,2
CJs Public House,Goose Leg en gelee,2
CJs Public House,Frites a la Francaise,1
CJs Public House,White Clover Drip,26
Riverview Ice House,Frites, Saratoga,21
Riverview Ice House,Harricut Ox Tail,3
Riverview Ice House,Hachees Brune,13
Riverview Ice House,Diced Pineapple,4
Prairie Street Brewing Co.,Oolong and English Breakfast Tea,1
Prairie Street Brewing Co.,Cresson Springs Water Used on Table,9
Prairie Street Brewing Co.,Chicken Salad Sandwich,13
Prairie Street Brewing Co.,Boston Cream Cheese,15
Prairie Street Brewing Company,Broiled Fresh Mackarel, Saratoga Chips,26
Prairie Street Brewing Company,Camembert, half portion,30
Prairie Street Brewing Company,Potatoes, Boiled in Cream,27
Prairie Street Brewing Company,Boiled striped bass,12
Prairie Street Brewing Co. Events,Puree of Artichokes, Conde,11
Prairie Street Brewing Co. Events,Broiled Halibut Steal, Maitre d Hotel,3
Prairie Street Brewing Co. Events,Boston Oyster House Cocktail,9
Prairie Street Brewing Co. Events,Burton's Old Stock Ale, per glass,12
Prairie Street Brewing Co.,Rhine Wine Cup, Qt.,6
Prairie Street Brewing Co.,Lobster farci,15
Prairie Street Brewing Co.,Remoulade,7
Prairie Street Brewing Co.,Sherry, Vintage, 1895, Split,5
Vintage @ 501,October Brew Pale Ale,24
Vintage @ 501,Cold clam broth cup,17
Vintage @ 501,Hortley's English marmalade,28
Vintage @ 501,Rpquefort,11
Social Urban Bar & Restaurant,Mayonnaise 10 cts. extra,12
Social Urban Bar & Restaurant,Berries in Season,12
Social Urban Bar & Restaurant,Hominy Grits,6
Social Urban Bar & Restaurant,Panned Fish,12
Mary's Place,Sweetbreads on toast,17
Mary's Place,Chateau Yquem, Barton & Guestier,13
Mary's Place,Sweet bread on toast with tomato sauce,23
Mary's Place,Haut Sauterne (Grand Vin) I. DE TURK,28
Abreo Restaurant,Cabinet (Port),9
Abreo Restaurant,St. Julien, Duval Freres,18
Abreo Restaurant,Vino de Pasto (Sherry),2
Abreo Restaurant,Mumm & Co. Ex. Dry (Champagne),1
Irish Rose Saloon,Laubenheimer (Carl Acker),19
Irish Rose Saloon,Niersteiner (Carl Acker),10
Irish Rose Saloon,Somlyai (Hungarian),10
Irish Rose Saloon,Hochheimer (Carl Acker),12
Rue Marche,Rauenthaler (P.J. Valkenberg),26
Rue Marche,Rillettes (2),8
Rue Marche,Liebfraumilch, 1893 (P.J. Valkenberg),17
Rue Marche,Stein Wein (Bocksbeutel) (Eduardo Saarbach & Co.),24
Murphy's Grand Irish Pub,Steinberger Cabinet (Henkel & Son),29
Murphy's Grand Irish Pub,Schloss Johannisberger (Henkel & Son),17
Murphy's Grand Irish Pub,Consomme Pate d'Italie,16
Murphy's Grand Irish Pub,Manuel Garcia Invencibles (Imported Cigars),5
Columbia Firehouse,Mannuel Garcia Perfectos (Imported Cigars),5
Columbia Firehouse,H. Upmann Perfectos (Imported),1
Columbia Firehouse,La Mia Americanos (Key West),17
Columbia Firehouse,Aquilas Perfecto (Key West),24
The Light Horse,El Firma Napoleon,8
The Light Horse,El Firma Perfecto,1
The Light Horse,Seal of Minnesota (Domestic),24
The Light Horse,Duke of Parma Petit Perfecto,27
PX,St. Julien (Claret),30
PX,Stuffed deviled lobster,7
PX,Crab croquettes,4
PX,Banana Souffle,20
Don Taco,Spring turkey, cranberry sauce,11
Don Taco,Lamb kidneys deviled with bacon,4
Don Taco,Calf's liver with fried apples,29
Don Taco,Half Phila. chicken,20
MoHo Kitchen & Cocktails,Chateaubriand( double tenderloin ),15
MoHo Kitchen & Cocktails,Single Poterhouse steak,10
MoHo Kitchen & Cocktails,Filet mignon aux champignons,25
MoHo Kitchen & Cocktails,Special Delmonico steak, Julienne potatoes,22
The Peoples Drug,Half Philadelphia chicken,25
The Peoples Drug,Piccalilli,8
The Peoples Drug,Potted Ox Tongue,8
The Peoples Drug,Walnut, Mushroom and Tomato Ketchup,22
Society Fair,Potato, Natural,28
Society Fair,Tobasco Sauce,22
Society Fair,Baked Macaroni, Milanaise,4
Society Fair,Ham, Boiled with Spinach,6
Jackson 20,Bread and Butter Pudding, Sherry Wine Sauce,12
Jackson 20,Emince of Chicken, Portugaise,14
Jackson 20,Phila. white squab on toast,4
Jackson 20,Phila. broilers,29
RedRocks Old Town,Queen Slices,22
RedRocks Old Town,Prime rib roast beef,30
RedRocks Old Town,Puree of split peas, cup,28
RedRocks Old Town,Oysters, Broil,10
The Majestic,Minced ham and scrambled egges,15
The Majestic,Broiled Green Bluefish, Minced Potatoes,12
The Majestic,Broiled North River Shad, Saratoga Chips,30
The Majestic,Ribs of prime beef, potato salad,3
Misha's,Mocha and Java Coffee,8
Misha's,English Breakfast, Oolong or Japan Tea,6
Misha's,Fried Barracuda,24
Misha's,Spring Lamb, asparagus tips, vinaigrette,30
Gadsby's Tavern,Larded filet of beef, macedone salad,30
Gadsby's Tavern,Loin of young Jersey pork, baked beans,7
Gadsby's Tavern,Pressed corned beef with beet salad,29
Gadsby's Tavern,Wheat Cakes, Strained Honey,24
Brüt,Graham, French or Milk Bread,2
Brüt,English Breakfast Bacon,28
Brüt,Pork Chops, Plain or Breaded,9
Brüt,Plain Muffins,27
GRAPE + BEAN Old Town,Rockaway, half shell,17
GRAPE + BEAN Old Town,Milk Box Stew,21
GRAPE + BEAN Old Town,Broil with Bacon,16
GRAPE + BEAN Old Town,Broil on Toast,5
Brut Champagne and Wine Bar,Clam Raw,3
Brut Champagne and Wine Bar,Beef Steak for two,17
Brut Champagne and Wine Bar,Sirloin Steak and Onions,16
Brut Champagne and Wine Bar,Sirloin Steak, Devil Sauce,20
Hank's Oyster Bar,Extra Sirloin Steak and Mushrooms,7
Hank's Oyster Bar,Club Sirloin Steak,25
Hank's Oyster Bar,Club Sirloin Steak with Mushrooms,14
Hank's Oyster Bar,Porterhouse Steak and Onions,6
Two Nineteen Restaurant,Porterhouse Steak a la Bearnaise,17
Two Nineteen Restaurant,Porterhouse Steak a la Bordelaise,23
Two Nineteen Restaurant,Extra Porterhouse Steak and Onions,28
Two Nineteen Restaurant,Extra Porterhouse Steak a la Bearnaise,11
Bayou Room,Kippered Herrings + Tomato Sauce,12
Bayou Room,Chateaubriand with Onions,17
Bayou Room,Salt Cod Family Style,26
Bayou Room,Fresh cucumber,22
Basin Street Lounge,Fried oyster-plant,24
Basin Street Lounge,Curried Veal + Rice,20
Basin Street Lounge,Beef + Horseradish,28
Basin Street Lounge,Mutton + Brown Potatoes,17
The tavern,Boiled parsnips,3
The tavern,Mutton + Caper Sauce,24
The tavern,Corned Beef + Cabbage,22
The tavern,New fresh peas,13
Bellamy's Restaurant,Plum Pudding Brandy Sauce,7
Bellamy's Restaurant,English Chop, brace,3
Bellamy's Restaurant,Horlick's malted milk, hot or cold,12
Bellamy's Restaurant,Peach tarts,1
Sip Wine & Beer,French rice pudding,14
Sip Wine & Beer,Minced Codfish and Cream,24
Sip Wine & Beer,Cold rice pudding, cream,6
Sip Wine & Beer,DEVONSHIRE SAUSAGE,8
Steakhouse at Jalapeno Grill & Cantina,Broma, per cup,29
Steakhouse at Jalapeno Grill & Cantina,Shells, per cup,10
Steakhouse at Jalapeno Grill & Cantina,Hashed Chicken, with poached egg,15
Steakhouse at Jalapeno Grill & Cantina,English mutton chop [small brace],27
Mi Guadalajara Restaurant,"Guadalarali" Coffee, pot,29
Mi Guadalajara Restaurant,American dairy,14
Mi Guadalajara Restaurant,Fountain Asparagus, hot,14
Mi Guadalajara Restaurant,Fountain Asparagus, cold,21
Pounders Sports Pub,Pontet Canet. Barton and Guestier,20
Pounders Sports Pub,Young Hyson Tea, pot,8
Pounders Sports Pub,English Breakfast Tea, pot,10
Pounders Sports Pub,Oolong Tea, pot,15
Spiritivity,COLD MEATS, SANDWICHES, ETC.,29
Spiritivity,Preserved raspberries,21
Spiritivity,Celery Salad, with Mayonnaise,2
Spiritivity,Dundee marmalade,3
Jacked Up Brewery,Apple compote,23
Jacked Up Brewery,Young Hyson Tea, cup,10
Jacked Up Brewery,Salt Cod & Cream Sauce,14
Jacked Up Brewery,Oolong Tea, cup ,29
O'Sullivan's Irish Pub Escondido,Beefs Heart a la Mode,4
O'Sullivan's Irish Pub Escondido,Sandwiches, sardine,13
O'Sullivan's Irish Pub Escondido,Curried Giblets & Rice,10
O'Sullivan's Irish Pub Escondido,Sandwiches, club,21
Plan 9 Alehouse,Mutton & Jelly,4
Plan 9 Alehouse,Sandwiches, chicken,19
Plan 9 Alehouse,Pork & Apple Sauce,27
Plan 9 Alehouse,Sandwiches, caviar,30
Vinz Wine Bar,Sandwiches, turkey,12
Vinz Wine Bar,Pork & Hominy,9
Vinz Wine Bar,Sandwiches, cheese,5
Vinz Wine Bar,Sandwiches, corned beef,18
The Vape Lounge,Sandwiches, tongue ,30
The Vape Lounge,Sandwiches, ham,1
The Vape Lounge,Sago Custard,10
The Vape Lounge,French Pastry,29
Il Forno Pizzeria & Ristorante Italiano,Macaroni with cheese,23
Il Forno Pizzeria & Ristorante Italiano,Cheese & Crackers,1
Il Forno Pizzeria & Ristorante Italiano,Grilled sweet potatoes,8
Il Forno Pizzeria & Ristorante Italiano,BREAKFAST BACON, WITH FRIED EGGS,19
BNS BREWERY,Spaghetti, au grautin,1
BNS BREWERY,Spaghetti, baked,13
BNS BREWERY,Spaghetti, Piemontaise,26
BNS BREWERY,MUTTON CHOPS, WITH TOMATO SAUCE,15
Chili's Grill & Bar,Broiled Beef Kidney,15
Chili's Grill & Bar,Sausage and cakes,9
Chili's Grill & Bar,Broiled calf's liver with bacon,21
Chili's Grill & Bar,Broiled Sirloin Steak, Tomato Sauce,26
Olive Garden Italian Restaurant,Broiled bacon and eggs,4
Olive Garden Italian Restaurant,Fried bacon and eggs,17
Olive Garden Italian Restaurant,Pineapples,17
Olive Garden Italian Restaurant,Salmi of Fillets of Wild Duck,17
Holiday Wine Cellar,Potatoes, Hash,29
Holiday Wine Cellar,Tokay Imperial,28
Holiday Wine Cellar,Cold Dried Beef,22
Holiday Wine Cellar,Krug Brut, 1880,11
American Legion Post 149,Veuve Clicquot Brut,14
American Legion Post 149,George Goulet,27
American Legion Post 149,Perrier-Jouet, half pt,18
American Legion Post 149,Cold Pickled Tripe,15
Comstock Bar & Grill,Urbana Gold Seal, Special Dry, Pint,13
Comstock Bar & Grill,Urbana Gold Seal, Special Dry, Half Pint,28
Comstock Bar & Grill,Lemp's St. Louis Beer,25
Comstock Bar & Grill,Proctor's Vin Ordinaire,22
Applebee's Grill + Bar,Hungarian Claret, Budai,13
Applebee's Grill + Bar,St. Julien Superior,27
Applebee's Grill + Bar,Chateau Malleret, 1890,29
Applebee's Grill + Bar,Chateau Smith Haut Lafitte,22
Vapor King USA,Omelete, with Ham,26
Vapor King USA,Chateau Lagrange, 1887,11
Vapor King USA,Chateau Margaux 1877,17
Vapor King USA,Omelete, with Tomatoes,8
El Corazon Tex Mex Restaurant,Chateau Mouton Rothschild, 1881,7
El Corazon Tex Mex Restaurant,Myrat Barsac,21
El Corazon Tex Mex Restaurant,Tapioca Pudding, Cream Sauce,4
El Corazon Tex Mex Restaurant,Young Chicken, with Dressing,11
Hank's Texas Grill,Prime Beef, au Jus,4
Hank's Texas Grill,Beaune, 1889,5
Hank's Texas Grill,Edam or McLaren's Canadian Cheese, with Bent's Crackers or Bread,6
Hank's Texas Grill,Chicken Soup, With Bread and Butter,12
Olive Garden Italian Restaurant,Smith's Phila. Porter,26
Olive Garden Italian Restaurant,Curtis Bros. Preserves, with Cream,4
Olive Garden Italian Restaurant,Beaune, Calvet & Cie, 1881,22
Olive Garden Italian Restaurant,Assmannshaeuser red,30
Hooters,Marcobrunner Auslese, 1874,4
Hooters,Graacher,23
Hooters,Fruit,,21
Hooters,Scharzhofberger,7
The Yard McKinney TX,Premiere,28
The Yard McKinney TX,Smith's Phila. Half and Half,29
The Yard McKinney TX,Comendador,30
The Yard McKinney TX,Bass's Ale, while label,10
The Pub McKinney,STEWED (Half Doz.), 25    ,17
The Pub McKinney,FRIED (Half Doz), 40,25
The Pub McKinney,Buffalo Lithia, glass,2
The Pub McKinney,OLIVES, 15,6
Mckinney Pizza Tavern,TOMATOES, 15,30
Mckinney Pizza Tavern,Imported German Seltzer,24
Mckinney Pizza Tavern,Siphon Carbonic,17
Mckinney Pizza Tavern,Royal Cabinet No. 1,30
Rye,Half Pint Dog's Head Bass,24
Rye,Wilson's Whisky,29
Rye,Union Club Whisky,6
Rye,Monticello Whisky,23
Rick's Chophouse,Old Sherwood Whisky 1879,29
Rick's Chophouse,Baltimore Club,22
Rick's Chophouse,Old Otard Dupuy Brandy 1848,12
Rick's Chophouse,Old Martell Brandy,23
Landon Winery McKinney,V. O. P. Brandy,30
Landon Winery McKinney,Old Apple Brandy,6
Landon Winery McKinney,LAMB CHOPS, BREADED, 45  with Tomato Sauce or Strip Bacon, 55,5
Landon Winery McKinney,Holland Swan Gin,9
Cadillac Pizza Pub,BRAISED BEEF, JARDINERE, 35,15
Cadillac Pizza Pub,SAUTE OF VEAL, with Green Peas, 40,18
Cadillac Pizza Pub,Peruvian Bitters,14
Cadillac Pizza Pub,CHICKEN SAUTE, Marengo, 45,8
Square Burger,Noyau,30
Square Burger,Gruper,21
Square Burger,Cafe Frappe au Kirsch,27
Square Burger,Ginger Ale Cup,16
Lone Star Wine Cellars,Creme de Vanille,14
Lone Star Wine Cellars,Creme des Mandarines,26
Lone Star Wine Cellars,Half Pint Dog's Head Porter,9
Lone Star Wine Cellars,Broiled Small Sirloin Steak,6
Spoons Cafe,Tea per pot,1
Spoons Cafe,Young American,2
Spoons Cafe,Tripe a la Creole,27
Spoons Cafe,Potatoes, hashed with cream au gratin,24
LAYERED coffee.bakery.kitchen,ENGLISH PLUM PUDDING-BRANDY SAUCE,1
LAYERED coffee.bakery.kitchen,Oeufs a la Conde,15
LAYERED coffee.bakery.kitchen,Omelettes-Plain with Jelly,10
LAYERED coffee.bakery.kitchen,Omelettes-Ham,25
Applebee's Grill + Bar,Omelettes-Parsley,11
Applebee's Grill + Bar,with apple-jack,25
Applebee's Grill + Bar,Omelettes-Cheese,7
Applebee's Grill + Bar,with brandy,25
McKinney Pharmacy,Potatoes-French Fried,23
McKinney Pharmacy,Potatoes-Stewed in Cream,21
McKinney Pharmacy,Potatoes-Lyonnaise,5
McKinney Pharmacy,Hortley's English Damson,11
The Celt Irish Pub,Potatoes-Chopeaux,9
The Celt Irish Pub,Griddle Cakes, Maple Syrup,28
The Celt Irish Pub,Omelette a la Proctor,3
The Celt Irish Pub,BOILED HALIBUT-EGG SAUCE,27
Chili's Grill & Bar,BREAD, ETC,11
Chili's Grill & Bar,Eggs, Boiled 2,29
Chili's Grill & Bar,Charlotte panachee,16
Chili's Grill & Bar,Eggs, Boiled 3,30
Fat Matt's Vortex,Hortley's English strawberry,25
Fat Matt's Vortex,Eggs, Frizzled Ham,22
Fat Matt's Vortex,Eggs, Frizzled Beef,6
Fat Matt's Vortex,Bleufish a la Colbert,28
Colonial Club,BREADED VEAL CUTLET-TOMATO SAUCE,15
Colonial Club,Small filet Napolitaine,11
Colonial Club,Chicken au jus,13
Colonial Club,IceCream,7
Sammy's Tavern,Barsac B. & G.,25
Sammy's Tavern,Rhine Wine, cup, add,10
Sammy's Tavern,London Dock, glass,20
Sammy's Tavern,Creme di Menthe,29
The Mockingbird Lounge,Hunter Whiskey,17
The Mockingbird Lounge,S. O. P. Brandy, 1858,8
The Mockingbird Lounge,S. O. P. Brandy, 1858, pony,1
The Mockingbird Lounge,Brandy Punch or Smash,19
403 Club,Grape Nuts or Oat Meal, with Cream, 20c,27
403 Club,Cocoa, 15c,9
403 Club,Champagne Brandy,18
403 Club,Old Brandy,29
Chicago's,Broiled or Fried Fresh Fish, 40c,19
Chicago's,Boiled Salt Mackerel 35c,6
Chicago's,Tea, 10c Pot 25c,27
Chicago's,Brosnan, Very Old,10
Johnnie's,Coffee, 10c Pot, 25c,5
Johnnie's,Brandy Liqueur, Everett House Private Stock,28
Johnnie's,Bloodgood, 1822, Everett House Private Stock,18
Johnnie's,Old Hunter Whiskey,14
Sams Pub,Hollywood,25
Sams Pub,Small Steak, Plain, 50c; Mushroom Sauce, 70c; Tomato Sauce, 60c,5
Sams Pub,Old Bourbon, 1868,3
Sams Pub,Old Blue Grass Rye Whiskey,19
Tequila KC Bar,Sirloin Steak, Plain, 70c; Mushroom Sauce, 90c; Tomato Sauce, 80c,4
Tequila KC Bar,Table d'Hote,5
Tequila KC Bar,Porterhouse Steak, plain, 1.25; Mushroom Sauce, 1.50; Tomato Sauce, 1.35,6
Tequila KC Bar,Rasher of Bacon with Broiled Meat, 10c Extra,25
WAVE | Lounge & Grill,Mutton Chops, Plain, 50c; with Tomato Sauce. 60c,12
WAVE | Lounge & Grill,Spring Chicken, Fried or Broiled with Bacon, half, 50c,17
WAVE | Lounge & Grill,Ham, 40c; with Eggs, 50c,16
WAVE | Lounge & Grill,Bacon, 40c; with Eggs, 50c,14
Dotlander's Bar,Omelettes, Plain, 25c; with Parsley, Jelly or Ham, 30c; with Rum, 40c,21
Dotlander's Bar,Potatoes---Baked, Stewed, French Fried, 10c,12
Dotlander's Bar,Corn Muffins, 10c,5
Dotlander's Bar,Cream Toast, 25c,6
Firelight Lounge,Hot Rolls, 10c,25
Firelight Lounge,Vienna or Graham Bread, 10c,6
Firelight Lounge,Bread, Butter and Potatoes served Free with orders amounting to 40c,8
Firelight Lounge,Hot Biscuit, with Honey,3
The Ship,Tenderloin Steak, with Tomato Sauce,6
The Ship,Tenderloin Steak, with Mushroom Sauce,3
The Ship,Porterhouse Steak, with Mushroom Sauce,12
The Ship,Lamb Chops, Breaded,28
Hookah Haven,Compote of Pears,3
Hookah Haven,Porterhouse Steak, with Tomato Sauce,28
Hookah Haven,Strip Bacon, with chicken, steak or lamp chops,28
